228,   room,n,172472
229,   write,v,161824
230,   mother,n,169407
231,   area,n,165812
232,   national,j,166359
233,   money,n,164794
234,   story,n,163582
235,   young,j,160011
236,   fact,n,164401
237,   month,n,162685
238,   different,j,162411
239,   lot,n,169570
240,   right,n,163259
241,   study,n,174069
242,   book,n,154013
243,   eye,n,169150
244,   job,n,154743
245,   word,n,152891
246,   though,c,152182
247,   business,n,154468
248,   issue,n,156417
249,   side,n,152559
250,   kind,n,155032
251,   four,m,150646
252,   head,n,160131
253,   far,r,148621
254,   black,j,150718
255,   long,j,149050
256,   both,d,146338
257,   little,j,149658
258,   house,n,149251
259,   yes,u,157364
260,   after,c,142289
261,   since,c,141264
262,   long,r,142007
263,   provide,v,150879
264,   service,n,146122
265,   around,i,143766
266,   friend,n,142697
267,   important,j,144194
268,   father,n,145051
269,   sit,v,147185
270,   away,r,144713
271,   until,c,140819
272,   power,n,141357
273,   hour,n,138955
274,   game,n,146311
275,   often,r,140731
276,   yet,r,135484
277,   line,n,135986
278,   political,j,144437
279,   end,n,134104
280,   among,i,138192
281,   ever,r,135774
282,   stand,v,140937
283,   bad,j,134910
284,   lose,v,134102
285,   however,r,142282
286,   member,n,134731
287,   pay,v,133133
288,   law,n,133706
289,   meet,v,128737
290,   car,n,133571
291,   city,n,132684
292,   almost,r,127907
293,   include,v,133563
294,   continue,v,126029
295,   set,v,127369
296,   later,r,126495
297,   community,n,133057
298,   much,r,126029
299,   name,n,127139
300,   five,m,125571
301,   once,r,126203
302,   white,j,126760
303,   least,r,123961
304,   president,n,134203
305,   learn,v,124346
306,   real,j,124187
307,   change,v,123183
308,   team,n,131489
309,   minute,n,126660
310,   best,j,124850
311,   several,d,124039
312,   idea,n,122140
313,   kid,n,126428
314,   body,n,125165
315,   information,n,127331
316,   nothing,p,126717
317,   ago,r,125252
318,   right,j,126278
319,   lead,v,122691
320,   social,j,132899
321,   understand,v,121354
322,   whether,c,121921
323,   back,n,125006
324,   watch,v,124976
325,   together,r,119186
326,   follow,v,119425
327,   around,r,122789
328,   parent,n,119610
329,   only,j,117700
330,   stop,v,121481
331,   face,n,127291
332,   anything,p,120292
333,   create,v,119419
334,   public,j,119825
335,   already,r,115220
336,   speak,v,117358
337,   others,n,115771
338,   read,v,114094
339,   level,n,121704
340,   allow,v,114892
341,   add,v,117842
342,   office,n,114791
343,   spend,v,114569
344,   door,n,124993
345,   health,n,117762
346,   person,n,113650
347,   art,n,117851
348,   sure,j,116186
349,   such,i,119125
350,   war,n,117804
351,   history,n,114904
352,   party,n,112962
353,   within,i,114599
354,   grow,v,110020
355,   result,n,116277
356,   open,v,111857
357,   change,n,112426
358,   morning,n,114002
359,   walk,v,113787
360,   reason,n,106863
361,   low,j,108990
362,   win,v,111478
363,   research,n,114802
364,   girl,n,110409
365,   guy,n,110409
366,   early,j,108171
367,   food,n,107728
368,   before,c,107448
369,   moment,n,109720
370,   himself,p,109288
371,   air,n,105932
372,   teacher,n,116100
373,   force,n,108005
374,   offer,v,106473
375,   enough,r,105880
376,   both,r,106361
377,   education,n,113731
378,   across,i,105559
379,   although,c,107925
380,   remember,v,106879
381,   foot,n,107285
382,   second,m,103621
383,   boy,n,107447
384,   maybe,r,108421
385,   toward,i,105984
386,   able,j,103171
387,   age,n,103402
388,   off,i,104122
389,   policy,n,107601
390,   everything,p,103591
391,   love,v,103681
392,   process,n,107341
393,   music,n,102657
394,   including,i,103650
395,   consider,v,101987
396,   appear,v,100671
397,   actually,r,105155
398,   buy,v,101105
399,   probably,r,99754
400,   human,j,101224
401,   wait,v,102463
402,   serve,v,99660
403,   market,n,100435
404,   die,v,98376
405,   send,v,96613
406,   expect,v,95566
407,   home,r,97937
408,   sense,n,95896
409,   build,v,96651
410,   stay,v,96933
411,   fall,v,96908
412,   oh,u,103613
413,   nation,n,97212
414,   plan,n,95824
415,   cut,v,96012
416,   college,n,97038
417,   interest,n,96620
418,   death,n,93222
419,   course,r,96224
420,   someone,p,95608
421,   experience,n,98106
422,   behind,i,95047
423,   reach,v,92375
424,   local,j,92970
425,   kill,v,92660
426,   six,m,90571
427,   remain,v,91319
428,   effect,n,95216
429,   use,n,96564
430,   yeah,u,103389
431,   suggest,v,92643
432,   class,n,91323
433,   control,n,90301
434,   raise,v,87036
435,   care,n,88862
436,   perhaps,r,87060
437,   little,r,88697
438,   late,j,86421
439,   hard,j,86817
440,   field,n,87243
441,   else,r,87876
442,   pass,v,86184
443,   former,d,88930
444,   sell,v,87865
445,   major,j,87487
446,   sometimes,r,84845
447,   require,v,89280
448,   along,i,84926
449,   development,n,91995
450,   themselves,p,85256
451,   report,v,88138
452,   role,n,88666
453,   better,j,83895
454,   economic,j,90392
455,   effort,n,86473
456,   up,i,85759
457,   decide,v,84035
458,   rate,n,87224
459,   strong,j,83677
460,   possible,j,85084
461,   heart,n,84536
462,   drug,n,86231
463,   show,n,86828
464,   leader,n,85438
465,   light,n,87427
466,   voice,n,89379
467,   wife,n,83601
468,   whole,j,83756
469,   police,n,85880
470,   mind,n,82808
471,   finally,r,81951
472,   pull,v,87243
473,   return,v,81812
474,   free,j,82090
475,   military,j,85152
476,   price,n,84443
477,   report,n,83174
478,   less,r,82930
479,   according,i,83773
480,   decision,n,82429
481,   explain,v,80797
482,   son,n,80895
483,   hope,v,81385
484,   even,c,79087
485,   develop,v,84835
486,   view,n,81338
487,   relationship,n,84549
488,   carry,v,79513
489,   town,n,79821
490,   road,n,80987
491,   drive,v,80476
492,   arm,n,84865
493,   true,j,79299
494,   federal,j,81826
495,   break,v,79310
496,   better,r,78334
497,   difference,n,82911
498,   thank,v,88574
499,   receive,v,80250
500,   value,n,82942
501,   international,j,81610
502,   building,n,78487
503,   action,n,80009
504,   full,j,77547
505,   model,n,82973
506,   join,v,80609
507,   season,n,83743
508,   society,n,81192
509,   because,i,77116
510,   tax,n,80713
511,   director,n,79813
512,   early,r,75605
513,   position,n,77124
514,   player,n,81358
515,   agree,v,76753
516,   especially,r,76304
517,   record,n,77509
518,   pick,v,77197
519,   wear,v,77921
520,   paper,n,75383
521,   special,j,75298
522,   space,n,75395
523,   ground,n,74713
524,   form,n,78493
525,   support,v,76544
526,   event,n,75559
527,   official,n,79026
528,   whose,d,74914
529,   matter,n,73842
530,   everyone,p,74534
531,   center,n,74559
532,   couple,n,74871
533,   site,n,75932
534,   end,v,73099
535,   project,n,75446
536,   hit,v,73999
537,   base,v,75887
538,   activity,n,77980
539,   star,n,73695
540,   table,n,75228
541,   need,n,74877
542,   court,n,74112
543,   produce,v,74169
544,   eat,v,73505
545,   American,n,73063
546,   teach,v,72668
547,   oil,n,74386
548,   half,d,70930
549,   situation,n,72603
550,   easy,j,71602
551,   cost,n,73512
552,   industry,n,73055
553,   figure,n,74858
554,   face,v,69493
555,   street,n,71645
556,   image,n,72216
557,   itself,p,71093
558,   phone,n,71599
559,   either,r,69497
560,   data,n,76594
561,   cover,v,69387
562,   quite,r,69966
563,   picture,n,69229
564,   clear,j,68662
565,   practice,n,73745
566,   piece,n,68901
567,   land,n,69750
568,   recent,j,70685
569,   describe,v,71377
570,   product,n,70883
571,   doctor,n,69446
572,   wall,n,71390
573,   patient,n,72217
574,   worker,n,69962
575,   news,n,70051
576,   test,n,69870
577,   movie,n,69387
578,   certain,j,67228
579,   north,n,68046
580,   love,n,67495
581,   personal,j,67917
582,   open,j,67218
583,   support,n,69431
584,   simply,r,66712
585,   third,m,67037
586,   technology,n,69565
587,   catch,v,68214
588,   step,n,66232
589,   baby,n,67881
590,   computer,n,67399
591,   type,n,68481
592,   attention,n,65271
593,   draw,v,65198
594,   film,n,66724
595,   Republican,n,71611
596,   tree,n,66630
597,   source,n,66862
598,   red,j,66217
599,   nearly,r,64860
600,   organization,n,67278
601,   choose,v,64348
602,   cause,v,64531
603,   hair,n,69564
604,   look,n,66194
605,   point,v,62980
606,   century,n,65667
607,   evidence,n,65360
608,   window,n,68303
609,   difficult,j,63947
610,   listen,v,64984
611,   soon,r,63168
612,   culture,n,67128
613,   billion,m,65243
614,   chance,n,62682
615,   brother,n,63406
616,   energy,n,64139
617,   period,n,64534
618,   course,n,64012
619,   summer,n,62503
620,   less,d,62154
621,   realize,v,61732
622,   hundred,m,61266
623,   available,j,63187
624,   plant,n,63476
625,   likely,j,63002
626,   opportunity,n,62422
627,   term,n,62962
628,   short,j,60451
629,   letter,n,60369
630,   condition,n,63489
631,   choice,n,60487
632,   place,v,60927
633,   single,j,60072
634,   rule,n,61062
635,   daughter,n,60424
636,   administration,n,62071
637,   south,n,60630
638,   husband,n,60126
639,   Congress,n,62841
640,   floor,n,62458
641,   campaign,n,64172
642,   material,n,62440
643,   population,n,62999
644,   well,i,61219
645,   call,n,59543
646,   economy,n,60990
647,   medical,j,59424
648,   hospital,n,58669
649,   church,n,59466
650,   close,v,60884
651,   thousand,m,58307
652,   risk,n,60432
653,   current,j,61252
654,   fire,n,59386
655,   future,n,58020
656,   wrong,j,58988
657,   involve,v,59542
658,   defense,n,59701
659,   anyone,p,58274
660,   increase,v,60442
661,   security,n,58914
662,   bank,n,58992
663,   myself,p,59716
664,   certainly,r,59739
665,   west,n,58169
666,   sport,n,59006
667,   board,n,58436
668,   seek,v,58495
669,   per,i,59432
670,   subject,n,61397
671,   officer,n,57617
672,   private,j,57248
673,   rest,n,56714
674,   behavior,n,62625
675,   deal,v,57462
676,   performance,n,59909
677,   fight,v,56886
678,   throw,v,57784
679,   top,n,57743
680,   quickly,r,56454
681,   past,j,56588
682,   goal,n,58728
683,   second,n,56022
684,   bed,n,60304
685,   order,n,56483
686,   author,n,58300
687,   fill,v,56915
688,   represent,v,58744
689,   focus,v,57177
690,   foreign,j,57540
691,   drop,v,56448
692,   plan,v,55829
693,   blood,n,56351
694,   upon,i,57033
695,   agency,n,56954
696,   push,v,56103
697,   nature,n,57929
698,   color,n,56978
699,   no,r,54602
700,   recently,r,55992
701,   store,n,56147
702,   reduce,v,57029
703,   sound,n,56828
704,   note,v,57025
705,   fine,j,55174
706,   before,r,55608
707,   near,i,54869
708,   movement,n,56201
709,   page,n,55937
710,   enter,v,54479
711,   share,v,54010
712,   than,i,55719
713,   common,j,55940
714,   poor,j,53820
715,   other,p,54372
716,   natural,j,55526
717,   race,n,54838
718,   concern,n,55203
719,   series,n,54549
720,   significant,j,58947
721,   similar,j,55901
722,   hot,j,54601
723,   language,n,55799
724,   each,p,53663
725,   usually,r,53477
726,   response,n,56342
727,   dead,j,55111
728,   rise,v,53542
729,   animal,n,53127
730,   factor,n,57612
731,   decade,n,53727
732,   article,n,54871
733,   shoot,v,53038
734,   east,n,53010
735,   save,v,52067
736,   seven,m,52011
737,   artist,n,54353
738,   away,i,52005
739,   scene,n,51248
740,   stock,n,54305
741,   career,n,52101
742,   despite,i,51526
743,   central,j,52501
744,   eight,m,50871
745,   thus,r,57039
746,   treatment,n,53390
747,   beyond,i,50742
748,   happy,j,51669
749,   exactly,r,52685
750,   protect,v,50649
751,   approach,n,53980
752,   lie,v,51657
753,   size,n,51868
754,   dog,n,52347
755,   fund,n,53859
756,   serious,j,50285
757,   occur,v,52768
758,   media,n,51798
759,   ready,j,50833
760,   sign,n,50045
761,   thought,n,51509
762,   list,n,50678
763,   individual,n,54738
764,   simple,j,50583
765,   quality,n,52224
766,   pressure,n,50773
767,   accept,v,49952
768,   answer,n,49969
769,   hard,r,50793
770,   resource,n,53398
771,   identify,v,53484
772,   left,j,50479
773,   meeting,n,49916
774,   determine,v,52130
775,   prepare,v,49208
776,   disease,n,51211
777,   whatever,d,50200
778,   success,n,50541
779,   argue,v,51013
780,   cup,n,53633
781,   particularly,r,50329
782,   amount,n,49944
783,   ability,n,51476
784,   staff,n,50177
785,   recognize,v,50042
786,   indicate,v,53215
787,   character,n,49530
788,   growth,n,50904
789,   loss,n,49759
790,   degree,n,50612
791,   wonder,v,50875
792,   attack,n,50898
793,   herself,p,52915
794,   region,n,50914
795,   television,n,49673
796,   box,n,49667
797,   TV,n,49438
798,   training,n,49997
799,   pretty,r,50385
800,   trade,n,49696
801,   deal,n,48975
802,   election,n,51322
803,   everybody,p,51147
804,   physical,j,51451
805,   lay,v,49358
806,   general,j,49657
807,   feeling,n,47349
808,   standard,n,49876
809,   bill,n,49011
810,   message,n,47533
811,   fail,v,47503
812,   outside,i,46628
813,   arrive,v,47435
814,   analysis,n,53840
815,   benefit,n,48594
816,   name,v,47375
817,   sex,n,47827
818,   forward,r,47877
819,   lawyer,n,47853
820,   present,v,49659
821,   section,n,49764
822,   environmental,j,51192
823,   glass,n,49686
824,   answer,v,47661
825,   skill,n,50431
826,   sister,n,48183
827,   PM,r,54765
828,   professor,n,46575
829,   operation,n,47276
830,   financial,j,47803
831,   crime,n,48010
832,   stage,n,46346
833,   ok,r,54697
834,   compare,v,48094
835,   authority,n,47309
836,   miss,v,46525
837,   design,n,48605
838,   sort,n,47086
839,   one,n,45596
840,   act,v,45648
841,   ten,m,46827
842,   knowledge,n,50335
843,   gun,n,47305
844,   station,n,46299
845,   blue,j,47622
846,   state,v,47977
847,   strategy,n,49126
848,   little,d,45469
849,   clearly,r,45912
850,   discuss,v,46852
851,   indeed,r,46184
852,   force,v,44931
853,   truth,n,45155
854,   song,n,45352
855,   example,n,47134
856,   democratic,j,47299
857,   check,v,45760
858,   environment,n,47807
859,   leg,n,47477
860,   dark,j,47565
861,   public,n,45684
862,   various,j,46777
863,   rather,r,44934
864,   laugh,v,48567
865,   guess,v,48046
866,   executive,n,47338
867,   set,n,45121
868,   study,v,44897
869,   prove,v,44304
870,   hang,v,46632
871,   entire,j,43997
872,   rock,n,45225
873,   design,v,45946
874,   enough,d,44378
875,   forget,v,45571
876,   since,i,45591
877,   claim,v,44259
878,   note,n,44720
879,   remove,v,44683
880,   manager,n,46187
881,   help,n,43721
882,   close,j,43568
883,   sound,v,45311
884,   enjoy,v,44020
885,   network,n,45122
886,   legal,j,44820
887,   religious,j,46425
888,   cold,j,44649
889,   form,v,44646
890,   final,j,43589
891,   main,j,43707
892,   science,n,45726
893,   green,j,44673
894,   memory,n,43531
895,   card,n,43605
896,   above,i,44130
897,   seat,n,44404
898,   cell,n,44831
899,   establish,v,45921
900,   nice,j,44792
901,   trial,n,44489
902,   expert,n,43898
903,   that,r,43359
904,   spring,n,44085
905,   firm,n,44704
906,   Democrat,n,46905
907,   radio,n,43156
908,   visit,v,42941
909,   management,n,45112
910,   care,v,42978
911,   avoid,v,42890
912,   imagine,v,43487
913,   tonight,r,47549
914,   huge,j,42582
915,   ball,n,43512
916,   no,u,44951
917,   close,r,42826
918,   finish,v,43143
919,   yourself,p,43401
920,   talk,n,43267
921,   theory,n,45553
922,   impact,n,43782
923,   respond,v,42139
924,   statement,n,42941
925,   maintain,v,43493
926,   charge,n,42353
927,   popular,j,42399
928,   traditional,j,43681
929,   onto,i,43538
930,   reveal,v,42605
931,   direction,n,41280
932,   weapon,n,43158
933,   employee,n,42824
934,   cultural,j,45673
935,   contain,v,42542
936,   peace,n,42273
937,   head,v,41658
938,   control,v,41771
939,   base,n,41154
940,   pain,n,41350
941,   apply,v,42391
942,   play,n,41662
943,   measure,n,43938
944,   wide,j,41233
945,   shake,v,45160
946,   fly,v,41373
947,   interview,n,41594
948,   manage,v,40536
949,   chair,n,43256
950,   fish,n,41488
951,   particular,j,42291
952,   camera,n,41218
953,   structure,n,43638
954,   politics,n,41758
955,   perform,v,41667
956,   bit,n,41915
957,   weight,n,41919
958,   suddenly,r,43382
959,   discover,v,40489
960,   candidate,n,43251
961,   top,j,41484
962,   production,n,42052
963,   treat,v,40264
964,   trip,n,40423
965,   evening,n,40881
966,   affect,v,41496
967,   inside,i,40856
968,   conference,n,40643
969,   unit,n,41087
970,   best,r,39959
971,   style,n,40889
972,   adult,n,40705
973,   worry,v,40210
974,   range,n,41326
975,   mention,v,39815
976,   rather,i,41558
977,   far,j,39967
978,   deep,j,40126
979,   past,n,39559
980,   edge,n,40960
981,   individual,j,42325
982,   specific,j,42397
983,   writer,n,39666
984,   trouble,n,39659
985,   necessary,j,40776
986,   throughout,i,40170
987,   challenge,n,40380
988,   fear,n,38857
989,   shoulder,n,42843
990,   institution,n,42153
991,   middle,j,40402
992,   sea,n,39516
993,   dream,n,39613
994,   bar,n,39853
995,   beautiful,j,40052
996,   property,n,40027
997,   instead,r,39051
998,   improve,v,40214
999,   stuff,n,40180
1000,   detail,n,38750
1001,   method,n,42667
1002,   sign,v,39418
1003,   somebody,p,41639
1004,   magazine,n,39197
1005,   hotel,n,39642
1006,   soldier,n,39552
1007,   reflect,v,40687
1008,   heavy,j,39160
1009,   sexual,j,41865
1010,   cause,n,38843
1011,   bag,n,40007
1012,   heat,n,40363
1013,   fall,n,38822
1014,   marriage,n,38517
1015,   tough,j,39600
1016,   sing,v,38575
1017,   surface,n,39367
1018,   purpose,n,40084
1019,   exist,v,39341
1020,   pattern,n,40397
1021,   whom,p,37950
1022,   skin,n,39893
1023,   agent,n,38265
1024,   owner,n,39492
1025,   machine,n,38407
1026,   gas,n,38194
1027,   down,i,39633
1028,   ahead,r,39705
1029,   generation,n,38323
1030,   commercial,j,40608
1031,   address,v,39774
1032,   cancer,n,39407
1033,   test,v,38644
1034,   item,n,40336
1035,   reality,n,38397
1036,   coach,n,40716
1037,   step,v,39356
1038,   Mrs,n,40545
1039,   yard,n,39253
1040,   beat,v,38268
1041,   violence,n,38474
1042,   total,j,38798
1043,   tend,v,38295
1044,   investment,n,38810
1045,   discussion,n,39616
1046,   finger,n,40842
1047,   garden,n,38800
1048,   notice,v,38910
1049,   collection,n,38431
1050,   modern,j,38372
1051,   task,n,39209
1052,   partner,n,37540
1053,   positive,j,39310
1054,   civil,j,37742
1055,   kitchen,n,39332
1056,   consumer,n,38079
1057,   shot,n,37505
1058,   budget,n,39165
1059,   wish,v,37532
1060,   painting,n,39264
1061,   scientist,n,37700
1062,   safe,j,36547
1063,   agreement,n,38141
1064,   capital,n,37443
1065,   mouth,n,40200
1066,   nor,c,37230
1067,   victim,n,36878
1068,   newspaper,n,37522
1069,   instead,i,36247
1070,   threat,n,37022
1071,   responsibility,n,37084
1072,   smile,v,41473
1073,   attorney,n,37959
1074,   score,n,39294
1075,   account,n,36786
1076,   interesting,j,37473
1077,   break,n,40348
1078,   audience,n,36227
1079,   rich,j,35940
1080,   dinner,n,37156
1081,   figure,v,36137
1082,   vote,n,39464
1083,   western,j,37389
1084,   relate,v,39143
1085,   travel,v,35746
1086,   debate,n,37228
1087,   prevent,v,36421
1088,   citizen,n,36408
1089,   majority,n,36758
1090,   none,p,35359
1091,   front,i,37363
1092,   born,v,35352
1093,   admit,v,35143
1094,   senior,j,36598
1095,   assume,v,35960
1096,   wind,n,36478
1097,   key,j,36056
1098,   professional,j,36319
1099,   mission,n,35217
1100,   fast,r,35474
1101,   alone,r,34982
1102,   customer,n,36000
1103,   suffer,v,34675
1104,   speech,n,35504
1105,   successful,j,35459
1106,   option,n,35434
1107,   participant,n,41462
1108,   southern,j,35314
1109,   fresh,j,35974
1110,   eventually,r,34534
1111,   no,p,35016
1112,   forest,n,35429
1113,   video,n,35230
1114,   global,j,36381
1115,   Senate,n,36809
1116,   reform,n,36103
1117,   access,n,35310
1118,   restaurant,n,35898
1119,   judge,n,35464
1120,   publish,v,35062
1121,   cost,v,34941
1122,   relation,n,36963
1123,   like,c,35636
1124,   release,v,34301
1125,   own,v,34577
1126,   bird,n,34835
1127,   opinion,n,34501
1128,   credit,n,34578
1129,   critical,j,35824
1130,   corner,n,35496
1131,   concerned,j,34331
1132,   recall,v,34442
1133,   version,n,34456
1134,   stare,v,39266
1135,   safety,n,34188
1136,   effective,j,35851
1137,   neighborhood,n,34691
1138,   original,j,34368
1139,   act,n,34104
1140,   troop,n,36001
1141,   income,n,34925
1142,   directly,r,34090
1143,   hurt,v,34445
1144,   species,n,35804
1145,   immediately,r,33067
1146,   track,n,33788
1147,   basic,j,34788
1148,   strike,v,33238
1149,   hope,n,33019
1150,   sky,n,35141
1151,   freedom,n,34174
1152,   absolutely,r,36740
1153,   plane,n,33900
1154,   nobody,p,34280
1155,   achieve,v,35166
1156,   object,n,35040
1157,   attitude,n,35437
1158,   labor,n,34400
1159,   refer,v,34317
1160,   concept,n,35944
1161,   client,n,34027
1162,   powerful,j,33151
1163,   perfect,j,33456
1164,   nine,m,32967
1165,   therefore,r,35842
1166,   conduct,v,34909
1167,   announce,v,33305
1168,   conversation,n,33046
1169,   examine,v,35826
1170,   touch,v,34737
1171,   please,r,34709
1172,   attend,v,33380
1173,   completely,r,32550
1174,   vote,v,35224
1175,   variety,n,34242
1176,   sleep,v,34801
1177,   turn,n,32944
1178,   involved,j,33428
1179,   investigation,n,33849
1180,   nuclear,j,34264
1181,   researcher,n,34742
1182,   press,n,33410
1183,   conflict,n,34710
1184,   spirit,n,32942
1185,   experience,v,34009
1186,   replace,v,32688
1187,   British,j,32929
1188,   encourage,v,33348
1189,   argument,n,33394
1190,   by,r,32560
1191,   once,c,32180
1192,   camp,n,32659
1193,   brain,n,32852
1194,   feature,n,33344
1195,   afternoon,n,33202
1196,   AM,r,34451
1197,   weekend,n,33239
1198,   dozen,m,32432
1199,   possibility,n,32466
1200,   along,r,32475
1201,   insurance,n,32928
1202,   department,n,32252
1203,   battle,n,31989
1204,   beginning,n,31866
1205,   date,n,31467
1206,   generally,r,33191
1207,   African,j,34557
1208,   very,j,31807
1209,   sorry,j,34270
1210,   crisis,n,32924
1211,   complete,v,32813
1212,   fan,n,32919
1213,   stick,v,32259
1214,   define,v,33958
1215,   easily,r,31755
1216,   through,r,31838
1217,   hole,n,32302
1218,   element,n,33053
1219,   vision,n,32358
1220,   status,n,33511
1221,   normal,j,31265
1222,   Chinese,j,32334
1223,   ship,n,32588
1224,   solution,n,32052
1225,   stone,n,32531
1226,   slowly,r,33403
1227,   scale,n,34375
1228,   bit,r,32087
1229,   university,n,33000
1230,   introduce,v,31345
1231,   driver,n,31633
1232,   attempt,n,31944
1233,   park,n,32322
1234,   spot,n,31612
1235,   lack,n,32157
1236,   ice,n,31686
1237,   boat,n,32079
1238,   drink,v,32078
1239,   sun,n,32646
1240,   front,j,32087
1241,   distance,n,31380
1242,   wood,n,31801
1243,   handle,v,30634
1244,   truck,n,31536
1245,   return,n,31058
1246,   mountain,n,31322
1247,   survey,n,32784
1248,   supposed,j,31005
1249,   tradition,n,32110
1250,   winter,n,31227
1251,   village,n,30741
1252,   Soviet,j,36193
1253,   refuse,v,30173
1254,   sales,n,32145
1255,   roll,v,31592
1256,   communication,n,31577
1257,   run,n,31325
1258,   screen,n,30758
1259,   gain,v,30667
1260,   resident,n,31836
1261,   hide,v,31098
1262,   gold,n,30733
1263,   club,n,30800
1264,   future,j,31494
1265,   farm,n,30291
1266,   potential,j,31289
1267,   increase,n,31247
1268,   middle,n,30199
1269,   European,j,31455
1270,   presence,n,30624
1271,   independent,j,31044
1272,   district,n,31327
1273,   shape,n,30396
1274,   reader,n,31442
1275,   Ms,n,31610
1276,   contract,n,30906
1277,   crowd,n,30542
1278,   Christian,j,30726
1279,   express,v,30947
1280,   apartment,n,31012
1281,   willing,j,29635
